longitude,latitdue
-73.65893937540127,40.979388077316685
-73.66859754160859,40.971020576844666
-73.67093387072333,40.97193318868278
-73.67095636472385,40.97135940341405
-73.67085310086333,40.97044009939762
-73.66096621785451,40.96846740256464
-73.66996830771751,40.97378638351683
-73.66955960059221,40.97258559924137
-73.67094155019552,40.973092198966604
-73.67081920064501,40.9734397991081
-73.66017625766355,40.970124449222226
-73.66030280633143,40.970834991014016
-73.6604144624686,40.9714029407084
-73.6601270574507,40.973396049154594
-73.66712980036831,40.97479659926007
-73.66758925064104,40.97498214935376
-73.66440250898225,40.976093485096996
-73.66775284988273,40.97523054886845
-73.6674196512933,40.975563799545625
-73.66690330065856,40.975970149184064
-73.66698530095869,40.97629059947788
-73.66725855268004,40.977663801849424
-73.66300613959035,40.97699411329245
-73.66057170520074,40.976104250470286
-73.66792960034616,40.97808124919793
-73.65912290530616,40.97564825111743
-73.66617480127019,40.97796364917564
-73.66749565259511,40.97895104949498
-73.6656374016795,40.97856234948158
-73.6605087096975,40.97775790019075
-73.66505235026301,40.978523949180655
-73.69162492059101,40.95605435711729
-73.68382130112659,40.95344484940894
-73.6824051013462,40.95292169965319
-73.68372445218293,40.95429139935226
-73.69009070022531,40.95664249943505
-73.69005070818056,40.95748725072053
-73.68440485458083,40.95533020053863
-73.6822930914885,40.95681866667039
-73.69170809979707,40.9583292488279
-73.69123380337933,40.95892179979961
-73.6908461999553,40.95835709911691
-73.69083755142191,40.95858334974044
-73.69065210007679,40.958386199286345
-73.69017255068243,40.958787599427886
-73.69045950397125,40.95975694965684
-73.68954245923976,40.960614149708626
-73.67888445001051,40.95533714907544
-73.68255525353234,40.95741865218368
-73.67869255017393,40.95611339898379
-73.68983530589182,40.96141444968095
-73.68000845265155,40.95879464961921
-73.689125399782,40.96237729925076
-73.68941835031347,40.9624678492858
-73.68895060554055,40.96334150004867
-73.68835741342977,40.96371380147066
-73.6791847232368,40.961073702952056
-73.67772229988276,40.960454449357584
-73.68813030461453,40.96487354992241
-73.67765859990135,40.9607359992228
-73.6752538074746,40.960772722185446
-73.6889521358193,40.966733806949016
-73.6886686040962,40.965956750868045
-73.68971011335472,40.967436401117915
-73.67626532540831,40.96357408757016
-73.67443088109681,40.963531115828154
-73.67258301012563,40.96306550261085
-73.68943435089088,40.96877209921716
-73.67368599092649,40.96370741541239
-73.6733521508186,40.96422054934572
-73.67200306151742,40.9652522062377
-73.67173945429198,40.96656609978448
-73.66679060683731,40.96678310294218
-73.67170920006353,40.96730694880367
-73.6712822003768,40.96734914909994
-73.67152460037377,40.967405849058196
-73.67180890137064,40.96774409975683
-73.67238870093632,40.96812119983241
-73.67033085040117,40.969020449212344
-73.66948390048242,40.968921848951815
-73.55917455029578,40.902588749196035
-73.52222694996647,40.90258804892148
-73.52229435073227,40.902985899185474
-73.55678356242603,40.90461562013392
-73.52213630006406,40.90334959887124
-73.5474728016377,40.90351065314014
-73.52218425049617,40.90386784899364
-73.54496640690101,40.903746808596715
-73.54868685008358,40.90350909915625
-73.54846054992171,40.90354334883025
-73.54914260097439,40.90384509914009
-73.54653695000712,40.90366759919143
-73.54326899998094,40.9040581992293
-73.54283124989965,40.90408919909065
-73.54169610262537,40.90421315400086
-73.5429651000212,40.904116449451045
-73.54944819978095,40.904137798887604
-73.55001340181715,40.90439760036921
-73.53733151549477,40.9065828460326
-73.52208159969601,40.904403298989116
-73.52203125200316,40.905009799263446
-73.5509199009627,40.90484309950914
-73.5529355180303,40.905617961391606
-73.5511766500097,40.90507834901939
-73.5218102998765,40.905629199044654
-73.52186035047433,40.906185899209504
-73.55441370065984,40.906356799710345
-73.52186605252439,40.907396398958454
-73.52307581425421,40.90910000335797
-73.54525237284366,40.91124138987745
-73.53554870730213,40.90959250065374
-73.53232540093077,40.91062081590068
-73.53571275753097,40.91008175047654
-73.53300229982764,40.90939234878505
-73.5244343511581,40.9101879997098
-73.53168145054465,40.91029364899512
-73.52586270961731,40.91092765436521
-73.52517746068514,40.91177140413812
-73.52662390149584,40.91177179987314
-73.53060354987463,40.91184524920917
-73.53016565163256,40.91256319963373
-73.52627940051804,40.91265984925682
-73.52628390023077,40.91294929924663
-73.51896392360851,40.914359047570166
-73.52937275631524,40.91340025179783
-73.52748055805998,40.913515354142774
-73.52883310306092,40.91423275030431
-73.5251022377297,40.916444743482145
-73.52223950018566,40.916209248979605
-73.70147777341663,40.947875753079806
-73.69470955200757,40.94608134933183
-73.69110445052064,40.944738249557986
-73.68892586359391,40.944658015691026
-73.70002650352578,40.9483586502923
-73.69443289988368,40.94668279900167
-73.68692600021367,40.9442318991081
-73.69273950345138,40.950878310670056
-73.68457850449562,40.94387795038679
-73.6866524501273,40.94421069914988
-73.68635069988403,40.94419194943925
-73.68566110056543,40.944239550404895
-73.69964791606125,40.950823118664886
-73.68514560082647,40.94468164928163
-73.68677078468374,40.947204104905346
-73.68530530009846,40.94506674875616
-73.6854564001155,40.945237749092875
-73.70064014982424,40.9508663489826
-73.70053814994591,40.950996549180566
-73.6842631563631,40.94622655114421
-73.69936489980086,40.95181959927413
-73.70032140091595,40.952425749196344
-73.69947635742744,40.95268585067883
-73.69648135173603,40.95172619936677
-73.69836161928214,40.95375095502981
-73.69861290020083,40.95306444894764
-73.69962950020474,40.95348224881311
